"productId";"productTitle";"productImage";"productDetailUrl";"sellerId";"shopName";"shopUrl";"promotionId";"oriMinPrice";"oriMaxPrice";"minPrice";"maxPrice";"discount";"orders";"stock";"totalStock";"startTime";"endTime";"phase";"soldout";"trace"
"3.3005471817E10";"Cafele Newest LED QC3.0 Magnetic USB Cable for iPhone Micro USB Cable type C Braided cable Charger for Samsung Xiaomi Huawei";"//ae01.alicdn.com/kf/HTB1IAJ_SsbpK1RjSZFyq6x_qFXaM.jpg_350x350.jpg";"//www.aliexpress.com/item/Cafele-Newest-LED-QC3-0-Magnetic-USB-Cable-for-iPhone-Micro-USB-Cable-type-C-Braided/33005471817.html?gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"229131087";"cafele Official Store";"//www.aliexpress.com/store/2337355?t_activity=1&t_cache=1&gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"1726624292";"US $2.49";"US $9.36";"US $1.62";"US $6.08";"35";"2227";;;"1564729200";"1564901999";"1";"false";"{""all"":{""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""},""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""}"
"3.2954158123E10";"Spray Magic Automatic Spin Mop Avoid Hand Washing Ultrafine Fiber Cleaning Cloth Home Kitchen Wooden Floor Lazy Fellow Mop";"//ae01.alicdn.com/kf/HLB13VY7UFzqK1RjSZFoq6zfcXXaS.jpg_350x350.jpg";"//www.aliexpress.com/item/Spray-Magic-Automatic-Spin-Mop-Avoid-Hand-Washing-Ultrafine-Fiber-Cleaning-Cloth-Home-Kitchen-Wooden-Floor/32954158123.html?gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"230189539";"SDARISB Official Store";"//www.aliexpress.com/store/2820037?t_activity=1&t_cache=1&gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"1726839436";"US $46.65";"US $54.98";"US $21.46";"US $25.29";"54";"2576";;;"1564729200";"1564901999";"1";"false";"{""all"":{""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""},""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""}"
"3.2879744143E10";"Xiaomi 70mai Car DVR 1S APP English Voice Control 70mai Cam 1S 1080P HD Night Vision Dash Cam Wifi 70 MAI 1S Car Camera Recorder";"//ae01.alicdn.com/kf/HTB1nkDJaFT7gK0jSZFpq6yTkpXan.jpg_350x350.jpg";"//www.aliexpress.com/item/Xiaomi-70mai-Car-DVR-1S-APP-English-Voice-Control-70mai-Cam-1S-1080P-HD-Night-Vision/32879744143.html?gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"232981631";;"//www.aliexpress.com/store/4257014?t_activity=1&t_cache=1&gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"1726622506";"US $49.99";"US $64.99";"US $36.99";"US $48.09";"26";"17561";;;"1564815600";"1564988399";"1";"false";"{""all"":{""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""},""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""}"
"3.2848028633E10";"SDARISB Bluetooth scales floor Body Weight Bathroom Scale Smart Backlit Display Scale Body Weight Body Fat Water Muscle Mass BMI";"//ae01.alicdn.com/kf/HTB1_R5pbEzrK1RjSspmq6AOdFXaN.jpg_350x350.jpg";"//www.aliexpress.com/item/SDARISB-Bluetooth-scales-floor-Body-Weight-Bathroom-Scale-Smart-Backlit-Display-Scale-Body-Weight-Body-Fat/32848028633.html?gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"230189539";"SDARISB Official Store";"//www.aliexpress.com/store/2820037?t_activity=1&t_cache=1&gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"1726834546";"US $46.49";"US $54.94";"US $20.92";"US $24.72";"55";"2743";;;"1564815600";"1564988399";"1";"false";"{""all"":{""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""},""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""}"
"3.2948788018E10";"New Mesh Men Casual Shoes Lac-up Men Shoes Lightweight Comfortable Breathable Walking Sneakers Zapatillas Hombre";"//ae01.alicdn.com/kf/HTB1yf.JeBOD3KVjSZFFq6An9pXak.jpg_350x350.jpg";"//www.aliexpress.com/item/New-Mesh-Men-Casual-Shoes-Lac-up-Men-Shoes-Lightweight-Comfortable-Breathable-Walking-Sneakers-Zapatillas-Hombre/32948788018.html?gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"229959635";;"//www.aliexpress.com/store/2780137?t_activity=1&t_cache=1&gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"1726622506";"US $23.80";"US $27.09";"US $9.52";"US $10.84";"60";"9039";;;"1564815600";"1564988399";"1";"false";"{""all"":{""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""},""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""}"
"3.2790839936E10";"DOM Watch Women luxury Fashion Casual 30 m waterproof quartz watches genuine leather strap sport Ladies elegant wrist watch girl";"//ae01.alicdn.com/kf/HTB1140raNn1gK0jSZKPq6xvUXXa7.jpg_350x350.jpg";"//www.aliexpress.com/item/Watch-Women-DOM-brand-luxury-Fashion-Casual-quartz-Unique-Stylish-Hollow-skeleton-watches-leather-sport-Lady/32790839936.html?gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"222528814";;"//www.aliexpress.com/store/1668499?t_activity=1&t_cache=1&gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"333416124";"US $49.80";"US $49.80";"US $17.93";"US $17.93";"64";"96";"39";"135";"1564729200";"1564901999";"1";"false";"{""all"":{""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""},""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""}"
"3.2885989316E10";"SHIDISHANGPIN 5 pairs mink eyelashes natural 3d mink lashes beauty essentials 3d false lashes false eyelashes full strip lashes";"//ae01.alicdn.com/kf/HTB1MEn8X.Y1gK0jSZFMq6yWcVXah.jpg_350x350.jpg";"//www.aliexpress.com/item/SHIDISHANGPIN-5-pairs-mink-eyelashes-natural-3d-mink-lashes-beauty-essentials-3d-false-lashes-false-eyelashes/32885989316.html?gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"229432000";;"//www.aliexpress.com/store/2494003?t_activity=1&t_cache=1&gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"333416124";"US $4.69";"US $4.69";"US $2.35";"US $2.35";"50";"149";"1171";"1320";"1564729200";"1564901999";"1";"false";"{""all"":{""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""},""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""}"
"3.2957173074E10";"3D Stereo Sound Bluetooth V5.0 Earphone Portable TWS Wireless Touch Earbud With Charge Case Sport Bass Headset Auto Power On/Off";"//ae01.alicdn.com/kf/HTB1XxqNaHj1gK0jSZFuq6ArHpXap.jpg_350x350.jpg";"//www.aliexpress.com/item/3D-Stereo-Sound-Bluetooth-V5-0-Earphone-Portable-TWS-Wireless-Touch-Earbud-With-Charge-Case-Sport/32957173074.html?gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"234447695";;"//www.aliexpress.com/store/4422069?t_activity=1&t_cache=1&gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"332825101";"US $24.95";"US $26.95";"US $16.22";"US $17.52";"35";"2";"298";"300";"1564815600";"1564988399";"1";"false";"{""all"":{""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""},""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""}"
"3.2963261968E10";"Allove Straight Lace Front Human Hair Wigs For Black Women Straight Lace Front Wig 8-24 Remy Brazilian Wig 250 Density Lace Wig";"//ae01.alicdn.com/kf/HTB1h2uXXRCw3KVjSZFuq6AAOpXan.jpg_350x350.jpg";"//www.aliexpress.com/item/Allove-Straight-Lace-Front-Human-Hair-Wigs-For-Black-Women-Straight-Lace-Front-Wig-8-24/32963261968.html?gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"220725714";;"//www.aliexpress.com/store/1146272?t_activity=1&t_cache=1&gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"1726628315";"US $109.09";"US $508.34";"US $45.82";"US $213.50";"58";"129";;;"1564729200";"1564901999";"1";"false";"{""all"":{""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""},""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""}"
"3.2995188051E10";"2019 New LIGE Blue Casual Mesh Belt Fashion Quartz Gold Watch Mens Watches Top Brand Luxury Waterproof Clock Relogio Masculino";"//ae01.alicdn.com/kf/HTB1EY4vaYr1gK0jSZR0q6zP8XXaB.jpg_350x350.jpg";"//www.aliexpress.com/item/2019-New-LIGE-Blue-Casual-Mesh-Belt-Fashion-Quartz-Gold-Watch-Mens-Watches-Top-Brand-Luxury/32995188051.html?gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"223245478";;"//www.aliexpress.com/store/1892432?t_activity=1&t_cache=1&gps-id=5547572&scm=1007.19201.130907.0&scm_id=1007.19201.130907.0&scm-url=1007.19201.130907.0&pvid=b31b8d73-10b2-4902-8be7-3c0d26e5f7cb";"332825101";"US $209.90";"US $209.90";"US $16.79";"US $16.79";"92";"5";"363";"368";"1564815600";"1564988399";"1";"false";"{""all"":{""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""},""pvid"":""b31b8d73-10b2-4902-8be7-3c0d26e5f7cb"",""scm-cnt"":""1007.19201.130907.0"",""gps-id"":""5547572""}"
